Date,CategoryCode,UnitsSold
2018-06-24,R03,0.0
2018-06-24,R06,3.0
2018-06-25,M01AB,3.33
2018-06-25,M01AE,3.1
2018-06-25,N02BA,0.0
2018-06-25,N02BE,31.06
2018-06-25,N05B,12.0
2018-06-25,N05C,3.0
2018-06-25,R03,5.0
2018-06-25,R06,2.0
2018-06-26,M01AB,10.33
2018-06-26,M01AE,5.67
2018-06-26,N02BA,3.0
2018-06-26,N02BE,15.0
2018-06-26,N05B,6.0
2018-06-26,N05C,0.0
2018-06-26,R03,9.0
2018-06-26,R06,4.4
2018-06-27,M01AB,2.0
2018-06-27,M01AE,2.4
2018-06-27,N02BA,3.0
2018-06-27,N02BE,11.0
2018-06-27,N05B,10.0
2018-06-27,N05C,0.0
2018-06-27,R03,2.0
2018-06-27,R06,3.0
2018-06-28,M01AB,3.0
2018-06-28,M01AE,2.19
2018-06-28,N02BA,4.0
2018-06-28,N02BE,10.0
2018-06-28,N05B,13.0
2018-06-28,N05C,0.0
2018-06-28,R03,5.0
2018-06-28,R06,2.0
2018-06-29,M01AB,1.0
2018-06-29,M01AE,3.0
2018-06-29,N02BA,2.0
2018-06-29,N02BE,10.0
2018-06-29,N05B,8.0
2018-06-29,N05C,0.0
2018-06-29,R03,0.0
2018-06-29,R06,4.0
2018-06-30,M01AB,6.84
2018-06-30,M01AE,3.34
2018-06-30,N02BA,7.0
2018-06-30,N02BE,26.8
2018-06-30,N05B,10.0
2018-06-30,N05C,2.0
2018-06-30,R03,0.0
2018-06-30,R06,4.0
2018-07-01,M01AB,2.0
2018-07-01,M01AE,3.69
2018-07-01,N02BA,1.0
2018-07-01,N02BE,22.0
2018-07-01,N05B,7.0
2018-07-01,N05C,0.0
2018-07-01,R03,10.0
2018-07-01,R06,4.0
2018-07-02,M01AB,3.33
2018-07-02,M01AE,6.33
2018-07-02,N02BA,3.0
2018-07-02,N02BE,24.6
2018-07-02,N05B,18.0
2018-07-02,N05C,0.0
2018-07-02,R03,3.0
2018-07-02,R06,7.0
2018-07-03,M01AB,6.34
2018-07-03,M01AE,2.33
2018-07-03,N02BA,1.0
2018-07-03,N02BE,13.6
2018-07-03,N05B,9.0
2018-07-03,N05C,0.0
2018-07-03,R03,8.0
2018-07-03,R06,3.0
2018-07-04,M01AB,1.0
2018-07-04,M01AE,2.83
2018-07-04,N02BA,3.5
2018-07-04,N02BE,16.25
2018-07-04,N05B,6.0
2018-07-04,N05C,0.0
2018-07-04,R03,22.0
2018-07-04,R06,7.0
2018-07-05,M01AB,4.33
2018-07-05,M01AE,2.76
2018-07-05,N02BA,4.0
2018-07-05,N02BE,15.0
2018-07-05,N05B,6.0
2018-07-05,N05C,3.0
2018-07-05,R03,3.0
2018-07-05,R06,1.0
2018-07-06,M01AB,2.33
2018-07-06,M01AE,5.33
2018-07-06,N02BA,1.25
2018-07-06,N02BE,20.0
2018-07-06,N05B,15.0
2018-07-06,N05C,0.0
2018-07-06,R03,0.0
2018-07-06,R06,6.0
2018-07-07,M01AB,6.33
2018-07-07,M01AE,8.52
2018-07-07,N02BA,7.0
2018-07-07,N02BE,19.0
2018-07-07,N05B,14.0
2018-07-07,N05C,0.0
2018-07-07,R03,0.0
2018-07-07,R06,5.5
2018-07-08,M01AB,7.33
2018-07-08,M01AE,5.21
2018-07-08,N02BA,2.0
2018-07-08,N02BE,28.0
2018-07-08,N05B,10.0
2018-07-08,N05C,0.0
2018-07-08,R03,5.0
2018-07-08,R06,4.0
2018-07-09,M01AB,3.33
2018-07-09,M01AE,2.0
2018-07-09,N02BA,4.0
2018-07-09,N02BE,31.0
2018-07-09,N05B,12.0
2018-07-09,N05C,3.0
2018-07-09,R03,0.0
2018-07-09,R06,3.0
2018-07-10,M01AB,6.0
2018-07-10,M01AE,6.36
2018-07-10,N02BA,4.0
2018-07-10,N02BE,34.0
2018-07-10,N05B,9.0
2018-07-10,N05C,2.0
2018-07-10,R03,2.0
2018-07-10,R06,4.0
2018-07-11,M01AB,10.0
2018-07-11,M01AE,3.36
2018-07-11,N02BA,3.0
2018-07-11,N02BE,29.4
2018-07-11,N05B,13.0
2018-07-11,N05C,0.0
2018-07-11,R03,6.0
2018-07-11,R06,2.0
2018-07-12,M01AB,3.0
2018-07-12,M01AE,4.34
2018-07-12,N02BA,7.0
2018-07-12,N02BE,24.0
2018-07-12,N05B,11.0
2018-07-12,N05C,4.0
2018-07-12,R03,0.0
2018-07-12,R06,3.0
2018-07-13,M01AB,1.34
2018-07-13,M01AE,2.67
2018-07-13,N02BA,1.15
2018-07-13,N02BE,22.0
2018-07-13,N05B,5.0
2018-07-13,N05C,0.0
2018-07-13,R03,2.0
2018-07-13,R06,3.0
2018-07-14,M01AB,0.0
2018-07-14,M01AE,3.2
2018-07-14,N02BA,0.0
2018-07-14,N02BE,26.0
2018-07-14,N05B,8.0
2018-07-14,N05C,0.0
2018-07-14,R03,0.0
2018-07-14,R06,1.4
2018-07-15,M01AB,10.0
2018-07-15,M01AE,9.42
2018-07-15,N02BA,3.5
2018-07-15,N02BE,23.0
2018-07-15,N05B,4.0
2018-07-15,N05C,0.0
2018-07-15,R03,1.0
2018-07-15,R06,7.0
2018-07-16,M01AB,9.33
2018-07-16,M01AE,5.02
2018-07-16,N02BA,1.0
2018-07-16,N02BE,22.0
2018-07-16,N05B,8.0
2018-07-16,N05C,0.0
2018-07-16,R03,0.0
2018-07-16,R06,3.0
2018-07-17,M01AB,2.33
2018-07-17,M01AE,3.66
2018-07-17,N02BA,2.0
2018-07-17,N02BE,29.4
2018-07-17,N05B,13.0
2018-07-17,N05C,0.0
2018-07-17,R03,0.0
2018-07-17,R06,6.0
2018-07-18,M01AB,2.5
2018-07-18,M01AE,2.84
2018-07-18,N02BA,5.0
2018-07-18,N02BE,10.0
2018-07-18,N05B,17.0
2018-07-18,N05C,0.0
2018-07-18,R03,12.0
2018-07-18,R06,6.0
2018-07-19,M01AB,6.84
2018-07-19,M01AE,4.0
2018-07-19,N02BA,3.0
2018-07-19,N02BE,16.0
2018-07-19,N05B,14.0
2018-07-19,N05C,1.0
2018-07-19,R03,0.0
2018-07-19,R06,3.0
2018-07-20,M01AB,5.0
2018-07-20,M01AE,7.18
2018-07-20,N02BA,5.0
2018-07-20,N02BE,35.2
2018-07-20,N05B,2.0
2018-07-20,N05C,1.0
2018-07-20,R03,2.0
2018-07-20,R06,4.0
2018-07-21,M01AB,4.0
2018-07-21,M01AE,5.02
2018-07-21,N02BA,0.3
2018-07-21,N02BE,22.0
2018-07-21,N05B,7.0
2018-07-21,N05C,0.0
2018-07-21,R03,5.0
2018-07-21,R06,1.0
2018-07-22,M01AB,3.66
2018-07-22,M01AE,4.34
2018-07-22,N02BA,0.0
2018-07-22,N02BE,31.0
2018-07-22,N05B,4.0
2018-07-22,N05C,0.0
2018-07-22,R03,5.0
2018-07-22,R06,6.0
2018-07-23,M01AB,8.68
2018-07-23,M01AE,1.86
2018-07-23,N02BA,2.1
2018-07-23,N02BE,12.0
2018-07-23,N05B,15.0
2018-07-23,N05C,1.0
2018-07-23,R03,0.0
2018-07-23,R06,5.3
2018-07-24,M01AB,9.68
2018-07-24,M01AE,4.0
2018-07-24,N02BA,2.0
2018-07-24,N02BE,22.0
2018-07-24,N05B,4.0
2018-07-24,N05C,1.0
2018-07-24,R03,2.0
2018-07-24,R06,2.0
2018-07-25,M01AB,5.0
2018-07-25,M01AE,2.68
2018-07-25,N02BA,2.0
2018-07-25,N02BE,16.0
2018-07-25,N05B,7.0
2018-07-25,N05C,0.0
2018-07-25,R03,0.0
2018-07-25,R06,2.0
2018-07-26,M01AB,4.33
2018-07-26,M01AE,1.83
2018-07-26,N02BA,5.0
2018-07-26,N02BE,24.0
2018-07-26,N05B,4.0
2018-07-26,N05C,0.0
2018-07-26,R03,1.0
2018-07-26,R06,4.0
2018-07-27,M01AB,2.34
2018-07-27,M01AE,3.34
2018-07-27,N02BA,3.0
2018-07-27,N02BE,19.4
2018-07-27,N05B,11.0
2018-07-27,N05C,0.0
2018-07-27,R03,1.0
2018-07-27,R06,6.0
2018-07-28,M01AB,6.0
2018-07-28,M01AE,4.01
2018-07-28,N02BA,1.0
2018-07-28,N02BE,24.5
2018-07-28,N05B,9.0
2018-07-28,N05C,0.0
2018-07-28,R03,0.0
2018-07-28,R06,3.0
2018-07-29,M01AB,3.5
2018-07-29,M01AE,4.35
2018-07-29,N02BA,2.1
2018-07-29,N02BE,9.0
2018-07-29,N05B,7.0
2018-07-29,N05C,1.0
2018-07-29,R03,0.0
2018-07-29,R06,3.0
2018-07-30,M01AB,3.0
2018-07-30,M01AE,6.33
2018-07-30,N02BA,5.3
2018-07-30,N02BE,26.0
2018-07-30,N05B,9.0
2018-07-30,N05C,2.0
2018-07-30,R03,0.0
2018-07-30,R06,4.0
2018-07-31,M01AB,7.33
2018-07-31,M01AE,3.74
2018-07-31,N02BA,3.0
2018-07-31,N02BE,13.0
2018-07-31,N05B,5.0
2018-07-31,N05C,0.0
2018-07-31,R03,0.0
2018-07-31,R06,3.0
2018-08-01,M01AB,1.0
2018-08-01,M01AE,2.34
2018-08-01,N02BA,1.0
2018-08-01,N02BE,14.0
2018-08-01,N05B,9.0
2018-08-01,N05C,1.0
2018-08-01,R03,1.0
2018-08-01,R06,7.0
2018-08-02,M01AB,0.0
2018-08-02,M01AE,1.0
2018-08-02,N02BA,0.0
2018-08-02,N02BE,11.0
2018-08-02,N05B,11.0
2018-08-02,N05C,0.0
2018-08-02,R03,2.0
2018-08-02,R06,5.0
2018-08-03,M01AB,4.01
2018-08-03,M01AE,2.67
2018-08-03,N02BA,2.0
2018-08-03,N02BE,21.0
2018-08-03,N05B,9.0
2018-08-03,N05C,0.0
2018-08-03,R03,0.0
2018-08-03,R06,1.0
2018-08-04,M01AB,5.0
2018-08-04,M01AE,3.87
2018-08-04,N02BA,2.0
2018-08-04,N02BE,8.0
2018-08-04,N05B,11.0
2018-08-04,N05C,3.0
2018-08-04,R03,0.0
2018-08-04,R06,8.0
2018-08-05,M01AB,6.0
2018-08-05,M01AE,0.99
2018-08-05,N02BA,5.0
2018-08-05,N02BE,13.0
2018-08-05,N05B,4.0
2018-08-05,N05C,2.0
2018-08-05,R03,6.0
2018-08-05,R06,1.3
2018-08-06,M01AB,8.33
2018-08-06,M01AE,6.16
2018-08-06,N02BA,2.0
2018-08-06,N02BE,21.39
2018-08-06,N05B,7.0
2018-08-06,N05C,0.0
2018-08-06,R03,6.0
2018-08-06,R06,2.0
2018-08-07,M01AB,2.33
2018-08-07,M01AE,2.67
2018-08-07,N02BA,8.0
2018-08-07,N02BE,15.0
2018-08-07,N05B,7.0
2018-08-07,N05C,1.0
2018-08-07,R03,1.0
2018-08-07,R06,3.0
2018-08-08,M01AB,4.33
2018-08-08,M01AE,2.79
2018-08-08,N02BA,2.0
2018-08-08,N02BE,10.0
2018-08-08,N05B,13.0
2018-08-08,N05C,0.0
2018-08-08,R03,0.0
2018-08-08,R06,2.0
2018-08-09,M01AB,2.67
2018-08-09,M01AE,3.07
2018-08-09,N02BA,1.0
2018-08-09,N02BE,29.4
2018-08-09,N05B,13.0
2018-08-09,N05C,0.0
2018-08-09,R03,0.0
2018-08-09,R06,2.0
2018-08-10,M01AB,6.0
2018-08-10,M01AE,4.0
2018-08-10,N02BA,4.0
2018-08-10,N02BE,19.0
2018-08-10,N05B,4.0
2018-08-10,N05C,0.0
2018-08-10,R03,0.0
2018-08-10,R06,2.0
2018-08-11,M01AB,4.0
2018-08-11,M01AE,4.13
2018-08-11,N02BA,6.0
2018-08-11,N02BE,37.0
2018-08-11,N05B,16.0
2018-08-11,N05C,1.0
2018-08-11,R03,5.0
2018-08-11,R06,10.0
2018-08-12,M01AB,10.99
2018-08-12,M01AE,4.99
2018-08-12,N02BA,6.0
2018-08-12,N02BE,16.0
2018-08-12,N05B,6.0
2018-08-12,N05C,0.0
2018-08-12,R03,1.0
2018-08-12,R06,2.0
2018-08-13,M01AB,3.33
2018-08-13,M01AE,5.02
2018-08-13,N02BA,2.0
2018-08-13,N02BE,23.25
2018-08-13,N05B,15.0
2018-08-13,N05C,0.0
2018-08-13,R03,3.0
2018-08-13,R06,2.0
2018-08-14,M01AB,1.33
2018-08-14,M01AE,2.74
2018-08-14,N02BA,5.0
2018-08-14,N02BE,12.0
2018-08-14,N05B,9.0
2018-08-14,N05C,0.0
2018-08-14,R03,4.0
2018-08-14,R06,5.0
2018-08-15,M01AB,8.34
2018-08-15,M01AE,4.2
2018-08-15,N02BA,2.0
2018-08-15,N02BE,32.2
2018-08-15,N05B,13.0
2018-08-15,N05C,2.0
2018-08-15,R03,0.0
2018-08-15,R06,1.0
2018-08-16,M01AB,3.33
2018-08-16,M01AE,8.73
2018-08-16,N02BA,4.0
2018-08-16,N02BE,27.4
2018-08-16,N05B,6.0
2018-08-16,N05C,3.0
2018-08-16,R03,5.0
2018-08-16,R06,5.0
2018-08-17,M01AB,2.33
2018-08-17,M01AE,2.99
2018-08-17,N02BA,2.4
2018-08-17,N02BE,23.0
2018-08-17,N05B,5.0
2018-08-17,N05C,1.0
2018-08-17,R03,5.0
2018-08-17,R06,1.0
2018-08-18,M01AB,6.33
2018-08-18,M01AE,5.34
2018-08-18,N02BA,0.0
2018-08-18,N02BE,32.1
2018-08-18,N05B,5.0
2018-08-18,N05C,1.0
2018-08-18,R03,6.0
2018-08-18,R06,0.0
2018-08-19,M01AB,6.33
2018-08-19,M01AE,4.5
2018-08-19,N02BA,1.0
2018-08-19,N02BE,19.9
2018-08-19,N05B,3.0
2018-08-19,N05C,0.0
2018-08-19,R03,5.0
2018-08-19,R06,6.0
2018-08-20,M01AB,4.0
2018-08-20,M01AE,5.68
2018-08-20,N02BA,4.2
2018-08-20,N02BE,21.4
2018-08-20,N05B,7.0
2018-08-20,N05C,0.0
2018-08-20,R03,20.0
2018-08-20,R06,3.0
2018-08-21,M01AB,2.34
2018-08-21,M01AE,3.0
2018-08-21,N02BA,2.15
2018-08-21,N02BE,26.2
2018-08-21,N05B,4.0
2018-08-21,N05C,1.0
2018-08-21,R03,1.0
2018-08-21,R06,4.0
2018-08-22,M01AB,5.0
2018-08-22,M01AE,4.33
2018-08-22,N02BA,0.0
2018-08-22,N02BE,18.0
2018-08-22,N05B,4.0
2018-08-22,N05C,1.0
2018-08-22,R03,0.0
2018-08-22,R06,4.0
2018-08-23,M01AB,5.0
2018-08-23,M01AE,4.07
2018-08-23,N02BA,4.0
2018-08-23,N02BE,35.0
2018-08-23,N05B,8.0
2018-08-23,N05C,0.0
2018-08-23,R03,23.0
2018-08-23,R06,3.0
2018-08-24,M01AB,4.0
2018-08-24,M01AE,2.34
2018-08-24,N02BA,1.0
2018-08-24,N02BE,38.5
2018-08-24,N05B,7.0
2018-08-24,N05C,0.0
2018-08-24,R03,21.0
2018-08-24,R06,4.0
2018-08-25,M01AB,3.67
2018-08-25,M01AE,4.01
2018-08-25,N02BA,3.2
2018-08-25,N02BE,27.0
2018-08-25,N05B,4.0
2018-08-25,N05C,0.0
2018-08-25,R03,6.0
2018-08-25,R06,2.5
2018-08-26,M01AB,11.33
2018-08-26,M01AE,6.67
2018-08-26,N02BA,4.0
2018-08-26,N02BE,57.0
2018-08-26,N05B,10.0
2018-08-26,N05C,0.0
2018-08-26,R03,8.0
2018-08-26,R06,4.3
2018-08-27,M01AB,3.34
2018-08-27,M01AE,1.0
2018-08-27,N02BA,9.0
2018-08-27,N02BE,16.0
2018-08-27,N05B,6.0
2018-08-27,N05C,0.0
2018-08-27,R03,1.0
2018-08-27,R06,1.0
2018-08-28,M01AB,2.0
2018-08-28,M01AE,2.68
2018-08-28,N02BA,1.0
2018-08-28,N02BE,26.4
2018-08-28,N05B,7.0
2018-08-28,N05C,1.0
2018-08-28,R03,0.0
2018-08-28,R06,3.0
2018-08-29,M01AB,6.67
2018-08-29,M01AE,2.67
2018-08-29,N02BA,1.3
2018-08-29,N02BE,28.5
2018-08-29,N05B,10.0
2018-08-29,N05C,1.0
2018-08-29,R03,5.0
2018-08-29,R06,3.0
2018-08-30,M01AB,2.33
2018-08-30,M01AE,2.74
2018-08-30,N02BA,3.0
2018-08-30,N02BE,38.0
2018-08-30,N05B,7.0
2018-08-30,N05C,0.0
2018-08-30,R03,4.0
2018-08-30,R06,2.0
2018-08-31,M01AB,4.34
2018-08-31,M01AE,3.34
2018-08-31,N02BA,0.0
2018-08-31,N02BE,17.2
2018-08-31,N05B,13.0
2018-08-31,N05C,1.0
2018-08-31,R03,20.0
2018-08-31,R06,4.0
2018-09-01,M01AB,2.34
2018-09-01,M01AE,0.0
2018-09-01,N02BA,2.2
2018-09-01,N02BE,19.0
2018-09-01,N05B,6.0
2018-09-01,N05C,1.0
2018-09-01,R03,1.0
2018-09-01,R06,2.0
2018-09-02,M01AB,6.68
2018-09-02,M01AE,5.37
2018-09-02,N02BA,3.0
2018-09-02,N02BE,20.0
2018-09-02,N05B,5.0
2018-09-02,N05C,0.0
2018-09-02,R03,5.0
2018-09-02,R06,2.0
2018-09-03,M01AB,1.0
2018-09-03,M01AE,2.02
2018-09-03,N02BA,2.0
2018-09-03,N02BE,27.4
2018-09-03,N05B,12.0
2018-09-03,N05C,0.0
2018-09-03,R03,0.0
2018-09-03,R06,4.0
2018-09-04,M01AB,4.0
2018-09-04,M01AE,1.09
2018-09-04,N02BA,1.0
2018-09-04,N02BE,22.0
2018-09-04,N05B,7.0
2018-09-04,N05C,0.0
2018-09-04,R03,3.0
2018-09-04,R06,2.0
2018-09-05,M01AB,6.5
2018-09-05,M01AE,3.33
2018-09-05,N02BA,1.5
2018-09-05,N02BE,28.0
2018-09-05,N05B,11.0
2018-09-05,N05C,0.0
2018-09-05,R03,3.0
2018-09-05,R06,2.0
2018-09-06,M01AB,6.66
2018-09-06,M01AE,4.06
2018-09-06,N02BA,3.0
2018-09-06,N02BE,18.4
2018-09-06,N05B,13.0
2018-09-06,N05C,0.0
2018-09-06,R03,5.0
2018-09-06,R06,0.0
2018-09-07,M01AB,2.0
2018-09-07,M01AE,1.75
2018-09-07,N02BA,4.0
2018-09-07,N02BE,42.0
2018-09-07,N05B,6.0
2018-09-07,N05C,0.0
2018-09-07,R03,22.0
2018-09-07,R06,7.7
2018-09-08,M01AB,10.0
2018-09-08,M01AE,2.34
2018-09-08,N02BA,6.1
2018-09-08,N02BE,35.4
2018-09-08,N05B,12.0
2018-09-08,N05C,0.0
2018-09-08,R03,10.0
2018-09-08,R06,1.0
2018-09-09,M01AB,4.0
2018-09-09,M01AE,5.94
2018-09-09,N02BA,0.0
2018-09-09,N02BE,50.0
2018-09-09,N05B,2.0
2018-09-09,N05C,0.0
2018-09-09,R03,0.0
2018-09-09,R06,5.0
2018-09-10,M01AB,7.0
2018-09-10,M01AE,2.41
2018-09-10,N02BA,2.0
2018-09-10,N02BE,49.4
2018-09-10,N05B,14.0
2018-09-10,N05C,3.0
2018-09-10,R03,1.0
2018-09-10,R06,2.0
2018-09-11,M01AB,9.0
2018-09-11,M01AE,2.73
2018-09-11,N02BA,3.0
2018-09-11,N02BE,50.6
2018-09-11,N05B,15.0
2018-09-11,N05C,0.0
2018-09-11,R03,6.0
2018-09-11,R06,4.0
2018-09-12,M01AB,4.0
2018-09-12,M01AE,3.0
2018-09-12,N02BA,2.0
2018-09-12,N02BE,35.0
2018-09-12,N05B,18.0
2018-09-12,N05C,0.0
2018-09-12,R03,5.0
2018-09-12,R06,0.0
2018-09-13,M01AB,2.83
2018-09-13,M01AE,3.09
2018-09-13,N02BA,1.0
2018-09-13,N02BE,20.6
2018-09-13,N05B,5.0
2018-09-13,N05C,2.0
2018-09-13,R03,12.0
2018-09-13,R06,2.0
2018-09-14,M01AB,8.0
2018-09-14,M01AE,7.02
2018-09-14,N02BA,4.0
2018-09-14,N02BE,54.0
2018-09-14,N05B,7.0
2018-09-14,N05C,0.0
2018-09-14,R03,1.0
2018-09-14,R06,2.0
2018-09-15,M01AB,6.0
2018-09-15,M01AE,2.01
2018-09-15,N02BA,4.0
2018-09-15,N02BE,19.7
2018-09-15,N05B,6.0
2018-09-15,N05C,0.0
2018-09-15,R03,10.0
2018-09-15,R06,4.4
2018-09-16,M01AB,3.33
2018-09-16,M01AE,0.67
2018-09-16,N02BA,3.25
2018-09-16,N02BE,24.25
2018-09-16,N05B,6.0
2018-09-16,N05C,1.0
2018-09-16,R03,7.0
2018-09-16,R06,3.0
2018-09-17,M01AB,3.0
2018-09-17,M01AE,2.33
2018-09-17,N02BA,3.75
2018-09-17,N02BE,44.4
2018-09-17,N05B,10.0
2018-09-17,N05C,1.0
2018-09-17,R03,5.0
2018-09-17,R06,0.0
2018-09-18,M01AB,4.34
2018-09-18,M01AE,3.0
2018-09-18,N02BA,3.7
2018-09-18,N02BE,20.0
2018-09-18,N05B,6.0
2018-09-18,N05C,0.0
2018-09-18,R03,1.0
2018-09-18,R06,5.0
2018-09-19,M01AB,6.0
2018-09-19,M01AE,3.68
2018-09-19,N02BA,2.0
2018-09-19,N02BE,26.0
2018-09-19,N05B,10.0
2018-09-19,N05C,0.0
2018-09-19,R03,9.0
2018-09-19,R06,7.0
2018-09-20,M01AB,2.0
2018-09-20,M01AE,4.07
2018-09-20,N02BA,2.0
2018-09-20,N02BE,24.2
2018-09-20,N05B,13.0
2018-09-20,N05C,1.0
2018-09-20,R03,0.0
2018-09-20,R06,5.0
2018-09-21,M01AB,4.66
2018-09-21,M01AE,5.84
2018-09-21,N02BA,1.0
2018-09-21,N02BE,33.1
2018-09-21,N05B,10.0
2018-09-21,N05C,0.0
2018-09-21,R03,1.0
2018-09-21,R06,3.0
2018-09-22,M01AB,6.0
2018-09-22,M01AE,3.83
2018-09-22,N02BA,1.5
2018-09-22,N02BE,31.6
2018-09-22,N05B,6.0
2018-09-22,N05C,1.0
2018-09-22,R03,23.0
2018-09-22,R06,3.0
2018-09-23,M01AB,7.34
2018-09-23,M01AE,9.44
2018-09-23,N02BA,3.25
2018-09-23,N02BE,42.86
2018-09-23,N05B,9.0
2018-09-23,N05C,0.0
2018-09-23,R03,8.0
2018-09-23,R06,5.0
2018-09-24,M01AB,7.33
2018-09-24,M01AE,3.67
2018-09-24,N02BA,5.5
2018-09-24,N02BE,53.8
2018-09-24,N05B,7.0
2018-09-24,N05C,0.0
2018-09-24,R03,9.0
2018-09-24,R06,2.0
2018-09-25,M01AB,6.0
2018-09-25,M01AE,4.74
2018-09-25,N02BA,3.3
2018-09-25,N02BE,53.85
2018-09-25,N05B,11.0
2018-09-25,N05C,0.0
2018-09-25,R03,22.0
2018-09-25,R06,2.0
2018-09-26,M01AB,3.0
2018-09-26,M01AE,9.0
2018-09-26,N02BA,6.0
2018-09-26,N02BE,41.4
2018-09-26,N05B,9.0
2018-09-26,N05C,1.0
2018-09-26,R03,0.0
2018-09-26,R06,3.0
2018-09-27,M01AB,4.0
2018-09-27,M01AE,6.57
2018-09-27,N02BA,4.6
2018-09-27,N02BE,19.0
2018-09-27,N05B,11.0
2018-09-27,N05C,0.0
2018-09-27,R03,7.0
2018-09-27,R06,3.0
2018-09-28,M01AB,2.0
2018-09-28,M01AE,4.68
2018-09-28,N02BA,3.7
2018-09-28,N02BE,40.6
2018-09-28,N05B,3.0
2018-09-28,N05C,0.0
2018-09-28,R03,5.0
2018-09-28,R06,3.0
2018-09-29,M01AB,3.5
2018-09-29,M01AE,5.33
2018-09-29,N02BA,2.15
2018-09-29,N02BE,57.7
2018-09-29,N05B,4.0
2018-09-29,N05C,0.0
2018-09-29,R03,21.0
2018-09-29,R06,1.0
2018-09-30,M01AB,11.01
2018-09-30,M01AE,2.01
2018-09-30,N02BA,2.0
2018-09-30,N02BE,54.0
2018-09-30,N05B,9.0
2018-09-30,N05C,1.0
2018-09-30,R03,3.0
2018-09-30,R06,3.0
2018-10-01,M01AB,3.0
2018-10-01,M01AE,4.93
2018-10-01,N02BA,1.0
2018-10-01,N02BE,53.0
2018-10-01,N05B,10.0
2018-10-01,N05C,0.0
2018-10-01,R03,21.0
2018-10-01,R06,3.0
2018-10-02,M01AB,6.0
2018-10-02,M01AE,3.91
2018-10-02,N02BA,3.5
2018-10-02,N02BE,18.6
2018-10-02,N05B,7.0
2018-10-02,N05C,0.0
2018-10-02,R03,6.0
2018-10-02,R06,0.0
2018-10-03,M01AB,6.0
2018-10-03,M01AE,3.33
2018-10-03,N02BA,3.0
2018-10-03,N02BE,34.9
2018-10-03,N05B,12.0
2018-10-03,N05C,2.0
2018-10-03,R03,5.0
2018-10-03,R06,4.0
2018-10-04,M01AB,6.0
2018-10-04,M01AE,3.36
2018-10-04,N02BA,2.0
2018-10-04,N02BE,32.0
2018-10-04,N05B,12.0
2018-10-04,N05C,1.0
2018-10-04,R03,5.0
2018-10-04,R06,0.0
2018-10-05,M01AB,4.84
2018-10-05,M01AE,3.4
2018-10-05,N02BA,1.1
2018-10-05,N02BE,22.8
2018-10-05,N05B,7.0
2018-10-05,N05C,0.0
2018-10-05,R03,14.0
2018-10-05,R06,1.0
2018-10-06,M01AB,2.0
2018-10-06,M01AE,5.36
2018-10-06,N02BA,3.2
2018-10-06,N02BE,59.25
2018-10-06,N05B,4.0
2018-10-06,N05C,0.0
2018-10-06,R03,3.0
2018-10-06,R06,0.1
2018-10-07,M01AB,2.68
2018-10-07,M01AE,7.35
2018-10-07,N02BA,2.0
2018-10-07,N02BE,42.4
2018-10-07,N05B,8.0
2018-10-07,N05C,0.0
2018-10-07,R03,9.0
2018-10-07,R06,1.0
2018-10-08,M01AB,4.0
2018-10-08,M01AE,1.68
2018-10-08,N02BA,3.0
2018-10-08,N02BE,30.0
2018-10-08,N05B,18.0
2018-10-08,N05C,5.0
2018-10-08,R03,0.0
2018-10-08,R06,3.0
2018-10-09,M01AB,2.0
2018-10-09,M01AE,1.67
2018-10-09,N02BA,1.0
2018-10-09,N02BE,30.0
2018-10-09,N05B,18.0
2018-10-09,N05C,0.0
2018-10-09,R03,29.0
2018-10-09,R06,1.0
2018-10-10,M01AB,9.0
2018-10-10,M01AE,8.01
2018-10-10,N02BA,4.1
2018-10-10,N02BE,41.2
2018-10-10,N05B,13.0
2018-10-10,N05C,0.0
2018-10-10,R03,20.0
2018-10-10,R06,2.0
2018-10-11,M01AB,2.0
2018-10-11,M01AE,2.33
2018-10-11,N02BA,2.1
2018-10-11,N02BE,31.0
2018-10-11,N05B,15.0
2018-10-11,N05C,0.0
2018-10-11,R03,0.0
2018-10-11,R06,1.0
2018-10-12,M01AB,6.33
2018-10-12,M01AE,4.36
2018-10-12,N02BA,1.0
2018-10-12,N02BE,26.0
2018-10-12,N05B,6.0
2018-10-12,N05C,0.0
2018-10-12,R03,1.0
2018-10-12,R06,6.0
2018-10-13,M01AB,6.99
2018-10-13,M01AE,4.51
2018-10-13,N02BA,3.25
2018-10-13,N02BE,29.6
2018-10-13,N05B,8.0
2018-10-13,N05C,0.0
2018-10-13,R03,6.0
2018-10-13,R06,3.0
2018-10-14,M01AB,2.34
2018-10-14,M01AE,6.01
2018-10-14,N02BA,6.2
2018-10-14,N02BE,51.7
2018-10-14,N05B,9.0
2018-10-14,N05C,2.0
2018-10-14,R03,0.0
2018-10-14,R06,6.0
2018-10-15,M01AB,7.17
2018-10-15,M01AE,0.07
2018-10-15,N02BA,3.0
2018-10-15,N02BE,47.6
2018-10-15,N05B,12.0
2018-10-15,N05C,0.0
2018-10-15,R03,5.0
2018-10-15,R06,6.0
2018-10-16,M01AB,6.0
2018-10-16,M01AE,5.32
2018-10-16,N02BA,2.0
2018-10-16,N02BE,27.3
2018-10-16,N05B,5.0
2018-10-16,N05C,3.0
2018-10-16,R03,6.0
2018-10-16,R06,0.0
2018-10-17,M01AB,2.33
2018-10-17,M01AE,6.0
